period,branch_id,branch_name,customer_segment,product_type,budget_revenue,actual_revenue,budget_trade_volume,actual_trade_volume,budget_commission_rate,actual_commission_rate,total_variance,volume_effect,rate_effect,mix_effect,explanation
2025-11,B002,上海营业部,RETAIL,FUND,10111730.89,7611625.65,34676717712.82,28684580892.04,0.0002916,0.00026536,-2500105.24,-1747307.1,-752683.4,-114.74,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,RETAIL,BOND,4758461.59,3581941.48,20398069242.84,16873282877.67,0.00023328,0.00021228,-1176520.11,-822262.16,-354338.94,80.99,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,RETAIL,ETF,10111730.89,7611625.65,38059812123.83,31483076588.83,0.00026568,0.00024177,-2500105.24,-1747307.1,-752760.36,-37.78,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,HNW,STOCK,15401270.78,11593337.38,54614435392.96,45177060957.05,0.000282,0.00025662,-3807933.4,-2661339.59,-1146593.81,-0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,HNW,FUND,4514165.57,3398047.16,17786310377.02,14712835943.87,0.0002538,0.00023096,-1116118.41,-780047.81,-336041.17,-29.43,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,HNW,BOND,2124313.21,1599081.02,10462535515.89,8654609378.75,0.00020304,0.00018477,-525232.19,-367081.32,-158119.71,-31.15,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,HNW,ETF,4514165.57,3398047.16,19521560169.9,16148234572.54,0.00023124,0.00021043,-1116118.41,-780047.81,-336044.76,-25.84,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,INSTITUTION,STOCK,11704965.79,8179647.34,51337569269.38,40767779807.64,0.000228,0.00020064,-3525318.45,-2409912.0,-1115406.46,0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,INSTITUTION,FUND,3430765.84,2397482.84,16719131754.4,13276863155.75,0.0002052,0.00018058,-1033283.0,-706353.52,-326876.37,-53.11,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,INSTITUTION,BOND,1614478.04,1128227.22,9834783384.94,7809919503.38,0.00016416,0.00014446,-486250.82,-332401.65,-153855.41,6.25,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B002,上海营业部,INSTITUTION,ETF,3430765.84,2397482.84,18350266559.7,14572166878.26,0.00018696,0.00016452,-1033283.0,-706353.52,-326999.42,69.94,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,RETAIL,STOCK,17276001.74,14302870.94,46772800895.4,40336863492.19,0.00036936,0.00035459,-2973130.8,-2377177.84,-595775.47,-177.49,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,RETAIL,FUND,5063655.68,4192220.79,15232521364.4,13136526424.66,0.00033242,0.00031913,-871434.89,-696750.64,-174584.44,-99.82,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,RETAIL,BOND,2382896.79,1972809.79,8960306684.94,7727368485.09,0.00026594,0.0002553,-410087.0,-327887.58,-82219.2,19.79,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,RETAIL,ETF,5063655.68,4192220.79,16718621009.71,14418138758.77,0.00030288,0.00029076,-871434.89,-696770.06,-174747.84,83.02,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,HNW,STOCK,7712500.78,6385210.24,23990608362.0,20689500651.39,0.00032148,0.00030862,-1327290.54,-1061240.11,-266066.98,16.55,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,HNW,FUND,2260560.57,1871527.14,7813033374.6,6737959982.25,0.00028933,0.00027776,-389033.43,-311050.98,-77958.2,-24.25,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,HNW,BOND,1063793.21,880718.65,4595901985.06,3963505871.91,0.00023147,0.00022221,-183074.56,-146380.73,-36702.06,8.23,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,HNW,ETF,2260560.57,1871527.14,8575280533.1,7395321931.74,0.00026361,0.00025307,-389033.43,-311048.89,-77946.69,-37.85,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,INSTITUTION,STOCK,5861500.59,4270428.61,22551171860.28,18670205387.81,0.00025992,0.00022873,-1591071.98,-1008740.81,-582323.71,-7.47,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,INSTITUTION,FUND,1718026.03,1251677.35,7344251372.12,6080335087.99,0.00023393,0.00020586,-466348.68,-295667.94,-170675.01,-5.74,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,INSTITUTION,BOND,808482.84,589024.64,4320147865.95,3576667698.82,0.00018714,0.00016469,-219458.2,-139134.88,-80296.19,-27.13,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B003,北京营业部,INSTITUTION,ETF,1718026.03,1251677.35,8060763701.11,6673538511.2,0.00021313,0.00018756,-466348.68,-295659.3,-170642.38,-47.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,RETAIL,STOCK,13289232.11,11002208.42,34180123731.25,29476938705.83,0.0003888,0.00037325,-2287023.69,-1828598.34,-458366.4,-58.96,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,RETAIL,FUND,3895119.76,3224785.23,11131457920.14,9599769310.33,0.00034992,0.00033592,-670334.53,-535968.48,-134396.77,30.72,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,RETAIL,BOND,1832997.53,1517545.99,6547916423.61,5646923123.72,0.00027994,0.00026874,-315451.54,-252224.06,-63245.54,18.06,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,RETAIL,ETF,3895119.76,3224785.23,12217453814.79,10536332169.87,0.00031882,0.00030606,-670334.53,-535975.2,-134443.6,84.27,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,HNW,STOCK,5932692.9,4911700.19,17531598418.39,15119250476.02,0.0003384,0.00032486,-1020992.71,-816338.54,-204714.65,60.49,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,HNW,FUND,1738892.75,1439636.26,5709524389.13,4923893833.19,0.00030456,0.00029238,-299256.49,-239271.64,-59973.03,-11.82,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,HNW,BOND,818302.47,677475.89,3358543758.31,2896408137.17,0.00024365,0.0002339,-140826.58,-112599.34,-28239.98,12.74,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,HNW,ETF,1738892.75,1439636.26,6266551158.8,5404273719.35,0.00027749,0.00026639,-299256.49,-239273.37,-59987.44,4.31,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,INSTITUTION,STOCK,4508846.61,3284945.08,16479702513.28,13643611629.56,0.0002736,0.00024077,-1223901.53,-775954.47,-447919.77,-27.29,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,INSTITUTION,FUND,1321558.49,962828.73,5366952925.78,4443321795.07,0.00024624,0.00021669,-358729.76,-227434.93,-131300.16,5.33,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,INSTITUTION,BOND,621909.88,453095.87,3157031132.81,2613718702.98,0.00019699,0.00017335,-168814.01,-107027.12,-61788.31,1.42,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B004,广州营业部,INSTITUTION,ETF,1321558.49,962828.73,5890558089.27,4876816604.34,0.00022435,0.00019743,-358729.76,-227432.9,-131283.9,-12.95,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,RETAIL,STOCK,11960308.9,9901987.58,30762111358.13,26529244835.25,0.0003888,0.00037325,-2058321.32,-1645738.5,-412529.76,-53.06,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,RETAIL,FUND,3505607.78,2902306.7,10018312128.13,8639792379.3,0.00034992,0.00033592,-603301.08,-482371.63,-120957.09,27.64,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,RETAIL,BOND,1649697.78,1365791.39,5893124781.25,5082230811.35,0.00027994,0.00026874,-283906.39,-227001.66,-56920.99,16.25,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,RETAIL,ETF,3505607.78,2902306.7,10995708433.31,9482698952.89,0.00031882,0.00030606,-603301.08,-482377.68,-120999.24,75.84,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,HNW,STOCK,5339423.61,4420530.17,15778438576.55,13607325428.41,0.0003384,0.00032486,-918893.44,-734704.69,-184243.19,54.44,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,HNW,FUND,1565003.47,1295672.64,5138571950.22,4431504449.87,0.00030456,0.00029238,-269330.83,-215344.48,-53975.72,-10.63,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,HNW,BOND,736472.22,609728.3,3022689382.48,2606767323.45,0.00024365,0.0002339,-126743.92,-101339.41,-25415.98,11.47,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,HNW,ETF,1565003.47,1295672.64,5639896042.92,4863846347.41,0.00027749,0.00026639,-269330.83,-215346.03,-53988.69,3.89,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,INSTITUTION,STOCK,4057961.95,2956450.58,14831732261.95,12279250466.6,0.0002736,0.00024077,-1101511.37,-698359.02,-403127.79,-24.56,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,INSTITUTION,FUND,1189402.64,866545.86,4830257633.2,3998989615.56,0.00024624,0.00021669,-322856.78,-204691.44,-118170.14,4.8,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,INSTITUTION,BOND,559718.89,407786.29,2841328019.53,2352346832.68,0.00019699,0.00017335,-151932.6,-96324.4,-55609.48,1.28,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B005,杭州营业部,INSTITUTION,ETF,1189402.64,866545.86,5301502280.35,4389134943.91,0.00022435,0.00019743,-322856.78,-204689.61,-118155.51,-11.66,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,RETAIL,STOCK,10631385.69,8801766.73,27344098985.0,23581550964.67,0.0003888,0.00037325,-1829618.96,-1462878.67,-366693.12,-47.17,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,RETAIL,FUND,3116095.8,2579828.18,8905166336.11,7679815448.26,0.00034992,0.00033592,-536267.62,-428774.78,-107517.42,24.58,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,RETAIL,BOND,1466398.03,1214036.79,5238333138.89,4517538498.98,0.00027994,0.00026874,-252361.24,-201779.25,-50596.43,14.44,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,RETAIL,ETF,3116095.8,2579828.18,9773963051.83,8429065735.9,0.00031882,0.00030606,-536267.62,-428780.16,-107554.88,67.42,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,HNW,STOCK,4746154.32,3929360.15,14025278734.71,12095400380.81,0.0003384,0.00032486,-816794.17,-653070.83,-163771.72,48.39,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,HNW,FUND,1391114.2,1151709.01,4567619511.3,3939115066.55,0.00030456,0.00029238,-239405.19,-191417.31,-47978.42,-9.45,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,HNW,BOND,654641.98,541980.71,2686835006.65,2317126509.73,0.00024365,0.0002339,-112661.27,-90079.48,-22591.98,10.19,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,HNW,ETF,1391114.2,1151709.01,5013240927.04,4323418975.48,0.00027749,0.00026639,-239405.19,-191418.69,-47989.95,3.45,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,INSTITUTION,STOCK,3607077.29,2627956.07,13183762010.63,10914889303.65,0.0002736,0.00024077,-979121.22,-620763.57,-358335.82,-21.83,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,INSTITUTION,FUND,1057246.79,770262.99,4293562340.63,3554657436.05,0.00024624,0.00021669,-286983.8,-181947.94,-105040.13,4.27,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,INSTITUTION,BOND,497527.9,362476.7,2525624906.25,2090974962.38,0.00019699,0.00017335,-135051.2,-85621.69,-49430.65,1.14,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B006,成都营业部,INSTITUTION,ETF,1057246.79,770262.99,4712446471.42,3901453283.47,0.00022435,0.00019743,-286983.8,-181946.32,-105027.12,-10.36,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,RETAIL,STOCK,14618155.32,12102429.26,37598136104.38,32424632576.42,0.0003888,0.00037325,-2515726.06,-2011458.17,-504203.04,-64.85,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,RETAIL,FUND,4284631.73,3547263.75,12244603712.15,10559746241.36,0.00034992,0.00033592,-737367.98,-589565.33,-147836.45,33.79,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,RETAIL,BOND,2016297.29,1669300.59,7202708065.97,6211615436.09,0.00027994,0.00026874,-346996.7,-277446.47,-69570.09,19.86,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,RETAIL,ETF,4284631.73,3547263.75,13439199196.27,11589965386.86,0.00031882,0.00030606,-737367.98,-589572.72,-147887.96,92.7,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,HNW,STOCK,6525962.2,5402870.21,19284758260.22,16631175523.62,0.0003384,0.00032486,-1123091.99,-897972.4,-225186.12,66.52,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,HNW,FUND,1912782.02,1583599.89,6280476828.04,5416283216.5,0.00030456,0.00029238,-329182.13,-263198.81,-65970.33,-12.99,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,HNW,BOND,900132.72,745223.48,3694398134.14,3186048950.88,0.00024365,0.0002339,-154909.24,-123859.28,-31063.98,14.02,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,HNW,ETF,1912782.02,1583599.89,6893206274.68,5944701091.28,0.00027749,0.00026639,-329182.13,-263200.7,-65986.18,4.76,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,INSTITUTION,STOCK,4959731.27,3613439.59,18127672764.61,15007972792.51,0.0002736,0.00024077,-1346291.68,-853549.91,-492711.75,-30.02,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,INSTITUTION,FUND,1453714.34,1059111.6,5903648218.36,4887653974.57,0.00024624,0.00021669,-394602.74,-250178.42,-144430.17,5.86,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,INSTITUTION,BOND,684100.86,498405.46,3472734246.09,2875090573.28,0.00019699,0.00017335,-185695.4,-117729.83,-67967.14,1.57,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B007,武汉营业部,INSTITUTION,ETF,1453714.34,1059111.6,6479613898.2,5364498264.78,0.00022435,0.00019743,-394602.74,-250176.19,-144412.29,-14.25,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,RETAIL,STOCK,9302462.47,7701545.89,23926086611.88,20633857094.08,0.0003888,0.00037325,-1600916.58,-1280018.84,-320856.48,-41.27,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,RETAIL,FUND,2726583.83,2257349.66,7792020544.1,6719838517.23,0.00034992,0.00033592,-469234.17,-375177.93,-94077.74,21.5,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,RETAIL,BOND,1283098.27,1062282.19,4583541496.53,3952846186.61,0.00027994,0.00026874,-220816.08,-176556.85,-44271.88,12.64,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,RETAIL,ETF,2726583.83,2257349.66,8552217670.35,7375432518.91,0.00031882,0.00030606,-469234.17,-375182.64,-94110.52,58.99,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,HNW,STOCK,4152885.03,3438190.13,12272118892.87,10583475333.21,0.0003384,0.00032486,-714694.9,-571436.98,-143300.26,42.34,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,HNW,FUND,1217224.92,1007745.38,3996667072.39,3446725683.23,0.00030456,0.00029238,-209479.54,-167490.15,-41981.12,-8.27,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,HNW,BOND,572811.73,474233.12,2350980630.82,2027485696.02,0.00024365,0.0002339,-98578.61,-78819.54,-19767.99,8.92,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,HNW,ETF,1217224.92,1007745.38,4386585811.16,3782991603.54,0.00027749,0.00026639,-209479.54,-167491.36,-41991.21,3.02,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,INSTITUTION,STOCK,3156192.63,2299461.56,11535791759.3,9550528140.69,0.0002736,0.00024077,-856731.07,-543168.13,-313543.84,-19.11,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,INSTITUTION,FUND,925090.94,673980.11,3756867048.05,3110325256.55,0.00024624,0.00021669,-251110.83,-159204.45,-91910.11,3.73,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,INSTITUTION,BOND,435336.91,317167.11,2209921792.97,1829603092.09,0.00019699,0.00017335,-118169.8,-74918.98,-43251.82,1.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B008,南京营业部,INSTITUTION,ETF,925090.94,673980.11,4123390662.49,3413771623.04,0.00022435,0.00019743,-251110.83,-159203.03,-91898.73,-9.07,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,RETAIL,STOCK,6644616.05,5501104.21,17090061865.63,14738469352.92,0.0003888,0.00037325,-1143511.84,-914299.17,-229183.2,-29.47,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,RETAIL,FUND,1947559.88,1612392.61,5565728960.07,4799884655.16,0.00034992,0.00033592,-335167.27,-267984.24,-67198.39,15.35,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,RETAIL,BOND,916498.77,758772.99,3273958211.81,2823461561.86,0.00027994,0.00026874,-157725.78,-126112.03,-31622.77,9.02,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,RETAIL,ETF,1947559.88,1612392.61,6108726907.39,5268166084.94,0.00031882,0.00030606,-335167.27,-267987.6,-67221.8,42.13,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,HNW,STOCK,2966346.45,2455850.09,8765799209.19,7559625238.01,0.0003384,0.00032486,-510496.36,-408169.27,-102357.33,30.24,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,HNW,FUND,869446.37,719818.13,2854762194.56,2461946916.59,0.00030456,0.00029238,-149628.24,-119635.82,-29986.51,-5.91,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,HNW,BOND,409151.23,338737.94,1679271879.16,1448204068.58,0.00024365,0.0002339,-70413.29,-56299.67,-14119.99,6.37,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,HNW,ETF,869446.37,719818.13,3133275579.4,2702136859.67,0.00027749,0.00026639,-149628.24,-119636.68,-29993.72,2.16,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,INSTITUTION,STOCK,2254423.3,1642472.54,8239851256.64,6821805814.78,0.0002736,0.00024077,-611950.76,-387977.23,-223959.88,-13.64,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,INSTITUTION,FUND,660779.24,481414.37,2683476462.89,2221660897.53,0.00024624,0.00021669,-179364.87,-113717.46,-65650.08,2.67,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,INSTITUTION,BOND,310954.94,226547.94,1578515566.41,1306859351.49,0.00019699,0.00017335,-84407.0,-53513.56,-30894.16,0.71,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-11,B009,重庆营业部,INSTITUTION,ETF,660779.24,481414.37,2945279044.64,2438408302.17,0.00022435,0.00019743,-179364.87,-113716.45,-65641.95,-6.47,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,RETAIL,STOCK,21372373.29,17694273.33,54970095897.69,47406210702.16,0.0003888,0.00037325,-3678099.96,-2940838.56,-737166.58,-94.82,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,RETAIL,FUND,6264316.31,5186252.53,17902138510.74,15438804251.66,0.00034992,0.00033592,-1078063.78,-861969.92,-216143.26,49.4,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,RETAIL,BOND,2947913.56,2440589.43,10530669712.2,9081649559.8,0.00027994,0.00026874,-507324.13,-405638.7,-101714.48,29.05,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,RETAIL,ETF,6264316.31,5186252.53,19648688609.35,16945029056.7,0.00031882,0.00030606,-1078063.78,-861980.74,-216218.57,135.53,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,HNW,STOCK,9541238.07,7899229.17,28195147971.84,24315495610.91,0.0003384,0.00032486,-1642008.9,-1312874.36,-329231.81,97.27,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,HNW,FUND,2796569.78,2315291.31,9182327883.55,7918839566.77,0.00030456,0.00029238,-481278.47,-384808.0,-96451.47,-19.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,HNW,BOND,1316032.84,1089548.85,5401369343.26,4658140921.63,0.00024365,0.0002339,-226483.99,-181087.6,-45416.87,20.49,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,HNW,ETF,2796569.78,2315291.31,10078164750.24,8691409280.6,0.00027749,0.00026639,-481278.47,-384810.78,-96474.64,6.95,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,INSTITUTION,STOCK,7251340.94,5283004.47,26503439093.53,21942303239.29,0.0002736,0.00024077,-1968336.47,-1247926.77,-720365.82,-43.88,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,INSTITUTION,FUND,2125393.03,1548466.83,8631388210.54,7145960825.06,0.00024624,0.00021669,-576926.2,-365771.64,-211163.14,8.58,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-12,B001,深圳营业部,INSTITUTION,BOND,1000184.96,728690.27,5077287182.67,4203506367.68,0.00019699,0.00017335,-271494.69,-172126.08,-99370.89,2.28,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
